class,cap.diameter,stem.height,colour,water.content
edible,20.02,6.96,brown,47.7363096550107
poisonous,3.02,4.83,red,59.278023494407535
edible,8.7,8.06,grey,47.544098095968366
edible,2.6,6.19,grey,62.257309732958674
poisonous,6.56,7.83,brown,52.733698803931475
edible,2.87,6,grey,43.285167096182704
edible,3.65,5.87,brown,47.14139618910849
edible,20.56,16.71,grey,39.16691640391946
poisonous,3.79,4.51,grey,40.985461268574
edible,1.55,5.58,grey,35.26998001150787
edible,4.95,6.61,brown,69.8679109942168
edible,5.87,4,red,38.698304584249854
poisonous,0.88,3.53,brown,54.28265530616045
edible,5.98,11.53,grey,53.68104552850127
edible,6.49,5.88,brown,33.72165788896382
edible,6.1,7.1,grey,57.05831855535507
poisonous,8.02,12.64,brown,54.137761779129505
poisonous,16.09,9.84,red,59.066239073872566
poisonous,9.21,10.42,grey,65.54403511807323
poisonous,6.55,4.96,red,57.44052025489509
poisonous,5.85,8.56,grey,56.13710965029895
edible,8.78,6.2,grey,42.37857220694423
edible,9.63,8.02,grey,51.93587180227041
edible,1.67,5.03,brown,64.53032238408923
poisonous,3.44,5.16,brown,47.26729511283338
poisonous,5.37,3.4,red,47.419997891411185
edible,1.53,5.15,grey,40.75984472408891
edible,55.94,7.03,brown,40.236390782520175
poisonous,1.7,5.57,grey,60.330627439543605
poisonous,6.57,5.37,grey,63.84230451658368
poisonous,3.27,3.73,brown,64.50091670267284
poisonous,12.25,5.71,red,36.42236606217921
poisonous,3.99,4.79,red,56.74878593534231
poisonous,6.92,6.97,grey,54.51683203689754
poisonous,6.82,4.2,brown,66.83526132255793
poisonous,2.26,4.15,grey,30.33320529386401
edible,4.72,5.4,grey,52.555032186210155
edible,9.49,7.77,brown,63.75092165544629
poisonous,3.7,3.43,red,60.18829729408026
edible,7.6,5.11,grey,61.3463877607137
poisonous,6.41,4.13,grey,60.949994372203946
edible,3.76,6,brown,65.895467242226
edible,1.55,6.13,brown,40.9776549320668
edible,6,5.22,brown,62.444806853309274
edible,8.33,9.49,brown,43.63699567504227
edible,6.51,5.85,grey,34.51196956448257
poisonous,7.81,15.24,brown,33.68570750579238
poisonous,5.25,5.62,brown,47.67271623946726
poisonous,13.26,5.2,brown,67.52137450501323
poisonous,7.14,12.89,red,40.06740980781615
poisonous,3.26,5.08,brown,40.49290485680103
poisonous,2.76,8.36,red,44.9154476262629
poisonous,1.18,3.39,red,45.21091481670737
edible,10.33,23.55,brown,30.89240761473775
poisonous,4.86,5.67,brown,49.384250808507204
edible,3.01,3.9,brown,47.18485169112682
edible,4.04,6.43,grey,40.07528183981776
edible,11.09,6.44,brown,62.32392158359289
edible,16.08,23.91,grey,39.71018115058541
poisonous,6.95,4.39,grey,52.628405168652534
edible,7.98,7.32,grey,31.755156200379133
poisonous,3.68,5.51,red,43.12956199981272
poisonous,3.89,6.8,grey,53.15934870392084
poisonous,13.78,8.76,grey,35.0292248185724
poisonous,4.82,5.97,grey,51.40264384448528
edible,9.74,7.44,grey,31.541824992746115
edible,8.91,6.8,red,30.31056229956448
poisonous,2.06,4.16,brown,57.280520210042596
edible,13.29,10.92,grey,44.02340114116669
poisonous,3.04,0,grey,37.17746381647885
poisonous,5.46,3.54,brown,46.87638143077493
poisonous,0.98,2.47,grey,63.35202984511852
edible,1.64,6.9,brown,49.78433909825981
edible,1.71,5.54,brown,45.59453161433339
edible,11.11,5.37,brown,54.07166318036616
edible,3.52,4.75,brown,42.27293238043785
edible,50.38,5.89,grey,69.60931746289134
edible,7.8,6.97,grey,33.629974564537406
edible,2.39,6.08,grey,49.110057298094034
poisonous,6.63,5.38,grey,57.24268909543753
edible,8.49,6.04,grey,64.8651521652937
poisonous,1.87,2.42,brown,45.28922873549163
poisonous,3.64,4.63,brown,36.464775279164314
edible,6.09,4.22,brown,66.10480385832489
poisonous,1.73,7.51,grey,42.97852293588221
edible,7.65,5.92,brown,44.74239030852914
edible,8.92,6.38,brown,47.58109130896628
poisonous,3.84,0,brown,52.29622415266931
edible,8.39,8.34,brown,44.106227196753025
poisonous,5.83,5.54,grey,56.455632001161575
poisonous,2.86,3.75,brown,31.91505848430097
edible,6.35,9.74,red,32.381647024303675
poisonous,12.89,13.88,brown,59.27101185545325
poisonous,5.95,5.18,brown,61.52350416406989
edible,8.24,5.99,brown,33.14197598025203
poisonous,8.39,12.62,brown,59.76628025062382
edible,7.82,7.26,brown,38.44948999583721
poisonous,2.22,0,red,50.05237019620836
edible,6.97,3.85,grey,50.34457616508007
poisonous,7.8,5.68,red,46.117309872061014
poisonous,3.51,4.62,red,54.11151562817395
poisonous,5.84,5.01,grey,48.71512696146965
poisonous,5.99,4.84,grey,62.86460345610976
poisonous,10.11,5.7,grey,49.88468445837498
edible,5.1,6.42,brown,61.77395938895643
poisonous,1.19,4.49,grey,47.88142175413668
edible,13.19,7.52,grey,69.94163824245334
poisonous,1.62,3.6,grey,45.25471813045442
poisonous,2.85,9.09,brown,67.48145609162748
poisonous,4.98,3.48,grey,44.51023869216442
poisonous,13.19,6.95,grey,65.66518479026854
edible,11.48,8.27,grey,32.21672197803855
poisonous,6.43,5.95,brown,30.422429153695703
poisonous,7.48,5.99,red,35.28683248907328
poisonous,4.11,0,grey,67.95395705848932
edible,1.01,2.97,grey,39.01101037859917
edible,8.68,12.2,brown,58.09111887589097
edible,8.61,6.89,brown,59.93018990382552
edible,10.56,7.48,brown,34.67992891557515
poisonous,2.59,3.78,grey,45.23041030392051
poisonous,16.79,6.23,red,48.104632534086704
poisonous,15.54,8.29,grey,55.236691143363714
poisonous,2.16,5.4,grey,38.27224471606314
poisonous,5.89,7.89,red,41.056811874732375
poisonous,2.87,5.15,grey,69.78862913325429
poisonous,3.14,3.92,brown,47.03873504884541
edible,3.64,7.16,brown,44.3497478403151
edible,4.28,4.18,grey,35.250656781718135
edible,4.64,6.23,brown,35.800562193617225
edible,9.76,5.13,brown,33.31618342548609
poisonous,0.58,3.05,brown,58.45253779552877
poisonous,9.01,6.35,brown,65.00310000032187
poisonous,4.12,5.41,grey,59.75598988123238
poisonous,12.7,11.26,brown,37.38922447897494
poisonous,9.97,6.61,brown,36.10251531004906
edible,9.58,7.96,red,57.56702097132802
edible,11.67,22.19,brown,55.37462200038135
poisonous,5.78,6.25,grey,61.342259189113975
poisonous,10.47,7.22,brown,64.87454452551901
edible,6.91,8.02,brown,52.90859336964786
edible,2.34,7.25,brown,68.80359838716686
poisonous,4.31,4.58,grey,67.35572883859277
edible,2.47,5.08,grey,61.524274749681354
poisonous,4.76,6.12,brown,64.61149011738598
edible,4.38,5.71,grey,40.004435097798705
edible,6.03,5.28,brown,69.08061916008592
edible,15.54,9.59,grey,53.30574484542012
edible,16.85,23.42,grey,52.9181609954685
poisonous,24.67,6.78,brown,66.25485607422888
poisonous,9.65,5.61,brown,51.05367172509432
poisonous,0.89,5.6,brown,32.80002159066498
poisonous,7.25,4.25,red,49.887955794110894
poisonous,10.88,10.73,grey,41.378883169963956
edible,4.72,5.87,red,46.93817852064967
poisonous,11.32,11.71,brown,35.16948102042079
poisonous,8.24,4.45,brown,51.14271198399365
poisonous,2.83,2.74,brown,31.130560487508774
edible,1.85,6.23,grey,30.20377015694976
edible,9.92,5.31,red,32.403823249042034
poisonous,2.42,6.72,grey,31.087704645469785
poisonous,6.67,6.35,brown,49.13069352507591
poisonous,7.75,10.76,red,67.29858367703855
edible,3.67,4.28,grey,41.10995640978217
edible,3.03,5.99,red,42.27170545607805
edible,5.11,8.5,grey,57.25354317575693
poisonous,1.09,3.81,brown,32.33335938304663
poisonous,4.91,5.28,red,53.01625899039209
edible,9.67,12.16,red,61.032489351928234
poisonous,4.62,5.62,brown,43.080065129324794
edible,9.68,7.45,brown,62.80673546716571
poisonous,0.55,3.65,grey,61.15771196782589
poisonous,1.66,2.36,grey,31.35082369670272
edible,6.73,7,brown,43.84975967928767
edible,4.46,7.46,grey,39.85146401450038
poisonous,3.19,7.09,grey,46.08914228156209
edible,19.46,16.22,brown,62.74713199585676
poisonous,4.68,6.47,brown,39.67771511524916
poisonous,6.15,0,brown,58.25888833031058
poisonous,3.39,6.44,grey,33.169951885938644
poisonous,7.86,4.61,grey,37.323519764468074
poisonous,10.83,7.98,grey,62.600386664271355
poisonous,1.43,4.59,grey,62.65155032277107
poisonous,8.09,10.88,red,69.51339000836015
poisonous,2.01,6.32,grey,58.91596310772002
edible,7.25,7.2,brown,66.59211088903248
poisonous,6.74,14.38,red,38.312265900895
edible,10.8,6.79,brown,53.93580730073154
edible,6.24,6.4,brown,62.3052257951349
edible,11.7,9.94,red,61.24717936851084
poisonous,1.41,4.2,grey,38.99267641827464
edible,10.28,6.57,grey,61.101116091012955
edible,3.57,4.24,brown,56.10329492017627
poisonous,3.83,4.55,red,60.70235184393823
poisonous,11.97,10.87,red,60.53943544626236
poisonous,7.02,6.5,brown,42.190047577023506
edible,3.3,4.47,grey,55.37613481283188
poisonous,6.84,6.5,brown,66.5728481579572
edible,9.14,6,grey,58.29879965633154
edible,7.03,6.95,brown,32.29732788167894
poisonous,5.76,12.05,grey,47.45050164870918
poisonous,3.02,4.79,brown,43.175122356042266
poisonous,8.98,9.94,brown,67.91099084541202
poisonous,3.86,11.07,brown,39.596996642649174
poisonous,4.05,5.87,grey,40.65097604878247
poisonous,7.83,5.55,red,44.074726309627295
poisonous,2.81,2.78,grey,60.202016020193696
edible,4.15,4.17,red,60.39744012989104
edible,5.44,12.86,grey,65.04757580347359
edible,4.87,6.74,grey,55.39405825547874
poisonous,9.95,1.77,brown,37.40424615330994
poisonous,10.7,5.63,grey,38.288833908736706
poisonous,6.12,8.65,brown,53.4696782566607
poisonous,4.53,3.28,grey,60.9772811178118
poisonous,14.3,6.74,brown,65.47154505737126
poisonous,5.07,4.97,brown,37.214493826031685
poisonous,2.16,4.05,red,65.28880330733955
poisonous,8.27,8.31,grey,56.656596306711435
poisonous,18.25,6.22,red,62.62129534967244
poisonous,1.14,4.6,grey,56.68818292208016
edible,24.34,18.43,red,31.73028119839728
poisonous,2.7,0,grey,55.93103667721152
edible,6.7,7.76,brown,57.1838716045022
poisonous,3.11,5.74,brown,56.012544399127364
poisonous,6.93,10.86,grey,57.51451154239476
poisonous,0.85,2.64,grey,68.60721788369119
poisonous,4.66,3.26,brown,51.085075503215194
edible,20.63,14.55,brown,31.76187252625823
edible,11.07,6.6,red,43.27742393128574
poisonous,11.65,5.06,red,64.04851609840989
poisonous,3.79,5.21,red,54.14374738000333
edible,4.46,5.9,brown,66.7329974938184
edible,12.32,9.21,grey,46.184102073311806
edible,8.13,5.98,grey,69.48205581866205
poisonous,5.29,3.44,brown,50.60662742704153
poisonous,9.33,8.45,grey,48.72113756835461
edible,8.58,4.34,brown,36.49698320776224
edible,9.63,7.41,brown,38.78091650083661
poisonous,3.6,5.18,grey,49.588177083060145
poisonous,3.18,9.02,red,51.0264990106225
edible,50.17,7.66,grey,41.7358869779855
poisonous,15.17,9.15,brown,37.380584962666035
edible,4.28,5.1,grey,63.3169571403414
poisonous,1.37,2,grey,33.35680014453828
edible,5.09,4.7,brown,46.46876215003431
edible,4.74,5.02,grey,55.20163989625871
edible,5.32,2.97,grey,54.056286280974746
poisonous,0.74,4.96,grey,32.69879289902747
poisonous,1.2,3.69,brown,54.62098993360996
edible,8.24,4.37,brown,59.01734488084912
edible,2.88,4.77,red,66.01585746742785
poisonous,4.71,3.42,brown,51.41280031763017
poisonous,5.5,6.59,brown,53.449786910787225
edible,7.48,3.57,grey,42.48009851202369
poisonous,7.07,9.26,brown,54.63212710805237
poisonous,4.9,6.31,brown,33.29953650012612
poisonous,23.62,6.54,brown,47.85956712439656
edible,4.07,4.43,brown,55.46653508208692
edible,6.29,11.51,red,36.316819842904806
edible,8.74,6.7,brown,30.188714135438204
poisonous,2.34,5.19,red,32.69499328918755
edible,9.32,8.17,grey,33.036345997825265
edible,19.92,15.05,grey,63.95181990228593
edible,4.71,3.56,grey,31.48632813245058
edible,14.71,10.51,brown,59.94302504695952
edible,5.11,5.4,grey,42.0605419203639
poisonous,2.9,5.84,grey,59.01415053755045
poisonous,7.65,7.81,brown,52.58508111350238
poisonous,9.18,15.46,red,60.53981936536729
poisonous,9.03,10.71,grey,60.893873292952776
edible,9.22,7.04,grey,66.90289054997265
poisonous,3.15,2.79,brown,57.11991949006915
poisonous,4.61,3.7,grey,38.618369679898024
edible,9.09,6.83,brown,62.85286779515445
edible,5.83,6.13,grey,32.4595517013222
poisonous,4.54,6.4,red,36.87156409956515
poisonous,7.56,4.25,grey,57.74772475473583
edible,6.51,6.09,grey,57.399884946644306
poisonous,5,9.29,red,59.83640159480274
edible,6.56,7.18,brown,65.05550477653742
poisonous,1.89,4.86,brown,52.743930611759424
edible,6.2,5.68,grey,51.90744976513088
edible,1.79,5.06,brown,36.52117527090013
poisonous,6.28,2.5,grey,49.651276022195816
poisonous,3.66,0,grey,49.37270974740386
edible,10.05,4.84,grey,54.39678056165576
poisonous,2.45,7.31,grey,42.3928461689502
poisonous,4.57,3.06,grey,57.052521677687764
poisonous,14.96,5.61,brown,68.96175135858357
edible,10.28,2.55,grey,67.84063152968884
poisonous,8.01,6.54,grey,66.29122711718082
edible,1.52,5.67,grey,45.70181771181524
poisonous,12.55,16.97,grey,54.92977331392467
edible,8.24,7.25,brown,67.02137616463006
poisonous,2.15,4.77,grey,41.73109056428075
edible,1.53,5.85,brown,46.41097639687359
edible,9.84,7.4,grey,42.954825684428215
edible,3.89,3.91,grey,59.93813615292311
edible,4.66,5.92,grey,63.431884534657
poisonous,4.92,10.77,brown,31.54553252272308
poisonous,8.48,4.87,grey,64.1435544937849
edible,7.5,4.75,grey,55.93452704139054
edible,11.58,24.52,red,69.36897495761514
edible,3.58,3.81,grey,63.74391189776361
edible,7.19,6.48,brown,32.885934291407466
edible,7.58,3.38,grey,61.78529324941337
poisonous,2.92,5.16,brown,64.85040782950819
poisonous,10.73,11.55,grey,64.19989488087595
edible,14.27,9.61,grey,52.98134903423488
poisonous,1.36,7.37,grey,36.29902076907456
poisonous,3.37,3.48,grey,37.02585527673364
edible,1.02,6.04,grey,43.71490796096623
poisonous,6.94,4.54,grey,52.784946439787745
poisonous,8.59,6.04,brown,52.6262628659606
poisonous,2.19,4.61,grey,57.08128000609577
poisonous,10.2,3.64,brown,44.110286785289645
edible,7.45,13.13,brown,36.67777896858752
edible,19.5,26.85,grey,67.80260873027146
edible,7.85,7.38,brown,53.21986170485616
edible,2.81,4.52,red,47.46179584413767
edible,13.19,7.52,red,47.679675752297044
edible,17.98,15.83,brown,62.49952595680952
poisonous,2.67,3.8,brown,46.14151926711202
edible,1.35,4.83,brown,59.677186915650964
poisonous,10.12,7.91,grey,63.81205529905856
edible,7.54,6.71,brown,34.46558159776032
edible,6.77,12.28,brown,50.10710998438299
edible,5.47,5.56,brown,35.89023416861892
edible,6.92,7.51,brown,35.8524617087096
poisonous,7.23,9,red,57.44338749907911
edible,8.2,6.32,brown,35.167602421715856
edible,9.1,8.87,brown,41.665184842422605
edible,4.28,6.04,grey,38.65200127474964
poisonous,4.25,6.7,red,62.18652536161244
poisonous,11.87,6.01,red,52.34603212215006
edible,19.37,16.61,brown,63.3605648484081
edible,7.02,4.79,brown,37.16650642454624
poisonous,1.58,4.81,grey,34.422172447666526
poisonous,2.5,3.75,brown,48.824036633595824
edible,6.61,6.7,brown,53.345701806247234
edible,10.75,8.28,red,34.42125765606761
edible,6.77,11.26,brown,45.40814431384206
edible,9.67,5.5,grey,44.23631603829563
poisonous,1.12,2.81,red,58.53232239373028
poisonous,6.76,12.12,brown,63.36840188130736
poisonous,13.5,11.51,red,38.05236704647541
poisonous,5.95,11.58,grey,58.89239834621549
edible,9.91,8.03,brown,65.85828659124672
edible,3.72,4.81,brown,34.224688429385424
edible,2.42,6.01,grey,64.32966862805188
edible,9.11,7.05,brown,60.024960516020656
edible,4.5,6.95,brown,30.281113628298044
poisonous,3.41,5.34,grey,69.01520832441747
poisonous,6.24,7.79,grey,48.61481050029397
poisonous,0.56,3.35,grey,52.52787892706692
poisonous,12.29,9.04,brown,62.70265425555408
poisonous,16.36,9.91,brown,57.901085540652275
edible,3.14,4.25,grey,50.316810170188546
poisonous,0.82,4.27,red,63.55208373628557
edible,11.44,16.84,brown,41.991978883743286
edible,7.37,5.51,brown,55.56336508132517
poisonous,0.88,4.37,brown,54.975820956751704
edible,12.75,8.66,brown,62.59533331729472
poisonous,4.38,5.11,brown,36.383058400824666
poisonous,9.53,9.52,grey,32.094296077266335
poisonous,4.83,5.21,brown,53.97785752080381
edible,7.81,5.96,brown,33.04377023130655
poisonous,12.14,11.07,brown,46.89228433184326
edible,6.59,5.97,red,33.01545372232795
poisonous,3.44,6.07,brown,46.00087651051581
poisonous,7.64,5.99,brown,32.04261638224125
poisonous,6.78,6.35,brown,59.88735101185739
poisonous,3.07,9.5,grey,55.49729184247553
edible,11.76,6.08,grey,69.28082604892552
edible,1.42,4.67,grey,39.90180170163512
poisonous,9.17,10.02,brown,67.93529958464205
edible,4.04,6.11,brown,56.05375708080828
edible,13.69,8.09,grey,43.40726789087057
poisonous,14.2,5.06,grey,30.007166359573603
poisonous,5.12,0,brown,32.699749460443854
edible,7.68,7.62,brown,35.021305745467544
poisonous,6.68,5.91,brown,46.85118215158582
edible,8.15,6.15,brown,44.32116612792015
edible,3.42,7.15,grey,33.904012395069
poisonous,11.12,8.92,grey,45.92182242311537
edible,9.25,9.44,red,68.45867515541613
edible,4.32,5.45,red,68.33564426749945
poisonous,1.07,3.09,grey,46.36678130365908
edible,9.23,4.97,brown,52.42008357308805
poisonous,6.15,7.57,brown,45.020909532904625
poisonous,2.13,7.69,brown,31.899098325520754
edible,10.07,4.86,brown,47.87773595191538
poisonous,4.11,4.64,red,62.57309287786484
poisonous,6.87,7.02,grey,68.08531284332275
edible,5.86,6.09,grey,52.24167793057859
poisonous,6.47,5.98,grey,61.22840260155499
poisonous,3.33,3.53,red,56.11124345101416
edible,7.3,4.96,red,54.77393103763461
poisonous,0.78,3.63,brown,30.569613222032785
edible,10.9,6.71,grey,65.65406110137701
poisonous,1.62,3.98,red,65.37248161621392
edible,8.62,4.88,brown,56.40737408772111
edible,5.8,6.09,brown,63.61051930114627
edible,7.4,6.73,grey,53.821164229884744
poisonous,4.87,8.65,brown,42.59184829890728
poisonous,15.33,4.77,brown,49.627410899847746
poisonous,12.18,6.06,grey,34.891688004136086
poisonous,11.15,6.18,brown,39.09257176332176
edible,8.3,7.6,grey,34.44814911112189
edible,5.1,3.64,brown,57.90993716567755
poisonous,0.83,3.85,grey,57.244600588455796
poisonous,0.99,2.91,brown,32.67865507863462
edible,18.3,16.08,red,58.60060019418597
poisonous,2.24,2.79,grey,35.597893353551626
edible,14.68,2.94,grey,46.94829202257097
edible,3.48,7.27,brown,38.12854123301804
edible,5.61,3.93,grey,55.24985546246171
poisonous,10.96,13.21,grey,69.12238085642457
poisonous,10.66,9.43,grey,61.6709749866277
edible,9.89,8.05,brown,69.529845174402
edible,2.73,6.98,grey,46.67131328955293
poisonous,6.76,2.98,brown,40.9046714194119
poisonous,6.12,3.22,grey,66.99432763271034
poisonous,3.02,3.3,grey,61.10882414504886
poisonous,8.56,10.94,grey,38.836815347895026
poisonous,8.92,5.5,grey,54.982604403048754
poisonous,16.72,6.45,grey,30.672529730945826
poisonous,15.86,5.73,brown,59.72379459068179
poisonous,1.45,4.69,brown,57.40304057486355
edible,3.61,2.64,grey,65.58650993742049
edible,11.7,8.86,brown,35.272882767021656
edible,3.19,6.27,brown,45.62876861542463
edible,7.36,6.78,brown,50.43249332346022
poisonous,6.05,3.92,grey,37.21814991906285
poisonous,9.6,10.57,grey,59.83371584676206
poisonous,7.22,9.87,grey,54.494048757478595
poisonous,1.35,3.44,brown,59.92869791574776
edible,4.35,7.37,grey,53.04578570649028
poisonous,7.25,6.27,grey,40.24450285360217
edible,49.29,7.28,brown,64.18577768839896
poisonous,14.65,5.4,brown,36.711791194975376
poisonous,1.9,5.54,grey,49.249018328264356
poisonous,4.22,9.42,brown,39.648599373176694
poisonous,17.14,4.83,brown,44.07623917795718
edible,4.74,5.91,brown,67.46238548308611
poisonous,1.17,4.05,red,52.70599734969437
edible,5.37,5.03,brown,66.63133516907692
edible,15.31,6.04,grey,37.50517969019711
edible,8.59,10.18,red,61.455389969050884
edible,6.58,5.09,brown,47.509818747639656
edible,11.81,6.61,grey,46.36672134511173
poisonous,3.82,7.39,grey,67.21186703070998
poisonous,2.51,4.3,red,42.86646233871579
edible,6.05,5.25,brown,57.49485334381461
edible,6.03,6.49,red,60.88226929306984
edible,0.74,2.26,grey,44.89167780615389
poisonous,2.86,9.41,grey,33.203565841540694
edible,7.46,7.04,grey,54.670014549046755
poisonous,8.45,10.31,grey,59.28199045360088
poisonous,1.65,6.98,grey,69.96948065236211
poisonous,2.65,3.13,grey,54.05105377547443
edible,8.22,7.28,brown,35.879774978384376
poisonous,3.65,5.61,grey,41.21612134389579
edible,6.87,6.6,brown,40.091250548139215
poisonous,1.51,2.22,grey,58.16490303725004
poisonous,7.12,3.29,grey,31.67092035524547
poisonous,3.82,3.13,grey,68.99526967667043
edible,15.04,24.1,brown,49.85379168763757
edible,15.78,10.39,brown,66.916290558874607
poisonous,0.58,3.73,grey,34.558218317106366
edible,18.08,16.61,brown,65.74669131077826
poisonous,0.59,3.26,brown,43.849307876080275
edible,5.69,6.1,brown,58.855900913476944
edible,6.1,6.67,brown,43.66628231480718
poisonous,6.24,5.96,brown,63.28943553380668
poisonous,2.51,2.59,brown,62.14684083126485
poisonous,5.8,6.9,grey,59.23417215235531
edible,7.43,10.85,brown,50.84198083728552
poisonous,1.29,4.75,grey,31.25578533858061
poisonous,5.52,3.19,grey,56.96633287705481
poisonous,1.51,5.19,grey,45.60476773418486
poisonous,0.69,4.32,brown,67.86760655231774
poisonous,4.32,5.09,brown,68.27592079527676
poisonous,7.74,8.07,brown,65.35324439406395
edible,9.6,5.43,brown,54.961412800475955
poisonous,1.56,2.18,brown,69.61067713797092
edible,8.67,6.62,grey,66.88220226205885
edible,2.34,6.83,brown,41.65200057439506
edible,0.8,2.41,grey,51.670100716874
poisonous,8.34,13.55,brown,40.41975322179496
edible,6.19,6.02,brown,37.523789312690496
edible,6.18,7.36,brown,48.09720383025706
poisonous,0.6,4.57,grey,36.7761838901788
edible,7.28,6.52,grey,40.26911101303995
poisonous,9.52,9.05,red,37.69633812829852
edible,7.33,6.87,brown,55.42278304696083
poisonous,1.75,5.58,brown,43.66376766934991
edible,6.37,3.46,grey,65.13772864826024
edible,10.45,6.41,grey,65.04812135361135
poisonous,2.8,5.75,brown,50.628251107409596
edible,6.37,5.45,brown,61.20962061919272
poisonous,4.17,4.6,red,52.73863193579018
poisonous,3.71,6.3,brown,30.712934583425522
poisonous,0.87,4.37,grey,36.706007067114115
edible,2.48,4.89,grey,35.28285653330386
poisonous,7.65,6.36,red,55.27806214988232
poisonous,1.11,4.06,brown,39.6092972997576
poisonous,17.26,5.35,grey,30.513609750196338
edible,5.41,6.28,brown,32.47282739728689
edible,9.16,7.76,brown,48.025483349338174
poisonous,1.45,3.86,grey,36.43391715362668
poisonous,5.78,7.71,brown,50.36718828603625
edible,7.66,5.14,brown,33.85025248862803
edible,6.09,7.08,red,45.15596682205796
edible,2.93,4.91,red,52.96655338257551
poisonous,3.13,5.79,grey,48.56788673438132
edible,5.78,7.71,grey,30.773877762258053
poisonous,3.31,0,brown,57.77878809720278
poisonous,2.12,9.19,red,59.65242459438741
poisonous,9.52,6.84,grey,46.49770903401077
edible,11.56,8.07,red,58.35844115354121
poisonous,8.24,4.1,brown,42.41502033546567
edible,9.64,8.83,brown,44.379424219951034
poisonous,6.58,6.07,grey,52.347017424181104
poisonous,0.38,3.6,brown,33.51239808835089
poisonous,9.35,7.25,grey,38.5149335488677
edible,4.54,4.19,grey,32.35192781314254
edible,6.92,4.74,grey,47.712944373488426
edible,6.2,4.33,grey,67.65049396082759
edible,17.45,8.54,grey,61.07665958814323
edible,1.45,5.98,grey,48.49109936505556
poisonous,13.62,4.78,brown,43.360396632924676
poisonous,0.94,3.18,brown,47.853454146534204
edible,6.94,13.06,grey,37.311146799474955
edible,5.54,3.52,brown,63.499557841569185
edible,2.85,6.31,brown,56.7703275103122
poisonous,2.74,3.03,grey,51.297934064641595
poisonous,6.37,7.38,brown,35.157186379656196
edible,12.32,8.12,brown,58.25415193103254
edible,6.88,5.4,brown,68.00584372133017
poisonous,8.45,9.02,red,63.88512220233679
edible,10.8,11.62,brown,40.34788177348673
poisonous,4.82,6.33,grey,36.48002098314464
poisonous,5.37,5.29,brown,44.513768246397376
edible,7.14,5.13,grey,53.24705522507429
edible,3.84,6.3,grey,54.15740787982941
edible,10.35,11.95,red,44.25216590054333
poisonous,3.55,3.85,brown,63.86851743794978
poisonous,8.78,8.68,brown,50.48220871947706
poisonous,1.22,2.4,grey,60.02332502044737
edible,7.87,7.62,grey,48.71806692332029
poisonous,8.02,5.16,brown,32.43539560586214
poisonous,11.4,10.44,brown,41.41772102564573
poisonous,2.73,3.18,red,69.08147355541587
poisonous,5.66,3.71,brown,50.0308830011636
edible,7.87,9.37,brown,48.3682263083756
poisonous,9.22,7.95,brown,65.27036269195378
poisonous,2.19,2.97,brown,42.493204828351736
poisonous,2.55,4.17,brown,51.916247019544244
poisonous,5.46,5.12,red,67.60235235095024
edible,10.51,8.45,brown,52.166351191699505
poisonous,1.8,4.44,brown,41.82781401090324
edible,16,12.47,grey,42.30877744033933
edible,21.08,24.17,brown,64.99781584367156
edible,7.75,6.98,red,37.30377305299044
edible,9.48,7.86,red,41.65807639248669
edible,11.99,6.86,grey,42.65176197513938
edible,6.76,8.07,red,53.610048834234476
poisonous,5.17,6.1,red,37.38227380439639
edible,9.76,8.35,grey,37.19486811198294
edible,2.82,4.04,grey,48.128627706319094
edible,47.37,6.57,grey,41.87482393346727
poisonous,8.08,3.59,grey,37.726532155647874
poisonous,1.72,3.6,red,44.39452630467713
poisonous,5.51,3.56,brown,68.08695711195469
edible,6.84,8.3,grey,53.353894678875804
poisonous,3.87,4.66,grey,62.20375766046345
poisonous,3.28,4.29,grey,51.502854665741324
poisonous,1.33,6.13,red,32.49720028601587
edible,7.09,6.91,brown,50.24918356910348
poisonous,11.14,9.01,grey,41.8655744753778
poisonous,3.99,5.36,brown,58.161050751805305
edible,1.29,5.13,grey,64.2557040695101
edible,11.21,9.02,brown,30.818387772887945
poisonous,4.97,5.21,brown,45.999918365851045
edible,2.83,3.17,brown,43.2443958055228
poisonous,24.62,6.98,brown,38.72837455943227
edible,7.1,7.67,brown,56.37496377341449
edible,4.09,6.03,brown,39.14193036034703
edible,5.85,5.42,brown,37.961958134546876
edible,19.61,7.01,brown,64.54739516600966
poisonous,7.86,7.66,grey,31.41684946604073
edible,5.07,6.28,grey,31.675620935857296
poisonous,7.12,6.07,brown,56.78023242391646
poisonous,6.44,3.95,grey,67.30040488764644
poisonous,0.73,3.88,grey,51.45103510469198
poisonous,20.01,5.83,grey,53.21760079823434
poisonous,10.26,3.85,grey,69.65052504092455
edible,7.68,6.38,red,57.424522545188665
poisonous,3.87,6.4,red,31.645211689174175
edible,5.52,5.06,red,41.38332208618522
edible,9.98,8.6,grey,65.11683829128742
edible,8.35,6.65,brown,60.568088283762336
edible,6.88,6.07,grey,34.107351368293166
edible,0.89,3.12,brown,38.82555045187473
poisonous,1.23,4.62,grey,68.20875296369195
poisonous,8.38,8.26,brown,67.10570702329278
edible,8.38,4.28,grey,52.949748476967216
poisonous,3.39,5.25,brown,32.797141121700406
edible,10.11,4.94,brown,51.225437419489026
edible,11.67,5.03,grey,47.17396673746407
edible,10.21,2.8,brown,47.094412948936224
poisonous,1,2.49,brown,59.329893765971065
